row_idx,node_id,seminar_number,seminar_name,seminar_keywords,seminar_classification
816,15471,15471,Symbolic Computation and Satisfiability Checking,algorithmic algebra; arithmetic; automated reasoning; decision procedures; quantifier elimination; satisfiability checking; SMT solving; symbolic computation,data structures / algorithms / complexity; semantics / formal methods; verification / logic
817,15472,15472,"Programming with ""Big Code""",statistical programming tools; machine learning; natural language processing; programming languages; software engineering,artificial intelligence / robotics; programming languages / compiler; software engineering
818,15481,15481,Evaluation in the Crowd: Crowdsourcing and Human-Centred Experiments,Information Visualization; Data Visualization; Visualization; Graphics; Applied Perception; Human-Computer Interaction; Empirical Evaluations; Crowdsourcing,computer graphics / computer vision; society / human-computer interaction; world wide web / internet
819,15482,15482,Social Concepts in Self-organising Systems,Organic Computing; Socio-technical Systems; Sociologically-inspired Computing; Multi-Agent Sytems; Trust; Reputation; Social Capital; Computational Justice; Norms; Self-Organisation,artificial intelligence / robotics; society / human-computer interaction; soft computing / evolutionary algorithms
820,15491,15491,"Approximate and Probabilistic Computing: Design, Coding, Verification",Approximation; Model Checking; Performance; Probability; Program Analysis; Systems; Verification,programming languages / compiler; software engineering; verification / logic
821,15492,15492,Computational Metabolomics,Bioinformatics; cheminformatics; computational metabolomics; computational mass spectrometry; algorithms; databases,bioinformatics
822,15511,15511,The Graph Isomorphism Problem,Graph Isomorphism; Canonical Forms; Computational Group Theory; Complexity; Lift-and-Project Hierarchies,data structures / algorithms / complexity; software engineering; verification / logic
823,15512,15512,Debating Technologies,Debating; human-machine interaction; interactive systems; discourse and dialogue,artificial intelligence / robotics; data bases / information retrieval; society / human-computer interaction
824,16011,16011,Evolution and Computing,Evolution; Natural Algorithms; Theory of Computation; Evolutionary Computation,data structures / algorithms / complexity; soft computing / evolutionary algorithms
825,16012,16012,Global Measurements: Practice and Experience,Internet measurements; Quality of experience; Network management; Traffic engineering,modelling / simulation; networks; world wide web / internet
826,16021,16021,Symmetric Cryptography,Cryptanalysis; Lightweight Cryptography; Authenticity; Integrity; Confidentiality; Hash Functions; Block Ciphers; Stream Ciphers; Provable Security,data structures / algorithms / complexity; security / cryptology
827,16022,16022,Geometric and Graph-based Approaches to Collective Motion,trajectories; movement; data analysis; geometric algorithms; graph algorithms; collective motion,bioinformatics; data structures / algorithms / complexity; modelling / simulation
828,16031,16031,Well Quasi-Orders in Computer Science,Well quasi-order; noetherian space; better quasi-order; verification; termination; logic; hierarchy; reducibility; topological complexity; well-structured transition systems; infinite state machines,data structures / algorithms / complexity; semantics / formal methods; verification / logic
829,16032,16032,Privacy and Security in Smart Energy Grids,Privacy; Security; Smart Grid,hardware; security / cryptology; society / human-computer interaction
830,16041,16041,Reproducibility of Data-Oriented Experiments in e-Science,experimentation; reliability; validity,bioinformatics; data bases / information retrieval; society / human-computer interaction
831,16042,16042,Eyewear Computing – Augmenting the Human with Head-mounted Wearable Assistants,Augmented Human; Cognition-Aware Computing; Ubiquitous Computing; Egocentric Computer Vision; Eye Tracking; Optics; Displays; HCI; Privacy,computer graphics / computer vision; mobile computing; society / human-computer interaction
832,16051,16051,Modern Cryptography and Security: An Inter-Community Dialogue,secure multi-party computation; homomorphic encryption; post-quantum cryptography; side/covert channels; virtualization security; secure outsourcing; secure hardware design; anti-surveillance/anti-censorship systems,hardware; operating systems; security / cryptology
833,16052,16052,Dark Silicon: From Embedded to HPC Systems,Parallel Computing; Programming Tools; Performance Analysis and Tuning; Dark Silicon; Power Density; Power Modelling; Resource Management; HPC; Embedded,hardware; modelling / simulation; optimization / scheduling
834,16061,16061,Data-Driven Storytelling,Information Visualization; Storytelling; Visual literacy; Data journalism; Personal visualization,computer graphics / computer vision; multimedia
835,16062,16062,Modeling and Analysis of Semiconductor Supply Chains,Modeling; Simulation; Supply Chain Management; Semiconductor Manufacturing,modelling / simulation; optimization / scheduling
836,16071,16071,Pattern Avoidance and Genome Sorting,permutations; patterns; sorting; lists; evolutionary distance; metrics,data structures / algorithms / complexity; semantics / formal methods; soft computing / evolutionary algorithms
837,16072,16072,Assessing Learning In Introductory Computer Science,Computer Science Education; Educational Assessment; Learning Objectives,data structures / algorithms / complexity; programming languages / compiler; software engineering
838,16081,16081,Scheduling,Scheduling; Approximation Algorithms,optimization / scheduling
839,16091,16091,Computational Challenges in Cooperative Intelligent Urban Transport,Computational transportation science; intelligent transportation systems; cooperative computing; crowd-sourcing of transportation data,mobile computing; modelling / simulation; society / human-computer interaction
840,16092,16092,Computational Music Structure Analysis,Music information retrieval; Music processing; Music perception and cognition; Music composition and performance; Knowledge representation; User interaction and interfaces,data bases / information retrieval; multimedia; society / human-computer interaction
841,16101,16101,Data Structures and Advanced Models of Computation on Big Data,data structures; algorithms; cloud services; information theory; large data sets; external memory methods; big data; streaming; web-scale,data bases / information retrieval; data structures / algorithms / complexity; world wide web / internet
842,16111,16111,Rethinking Experimental Methods in Computing,algorithms; software; experiments; repeatability; reproducibility; benchmarks; data sets,data structures / algorithms / complexity; programming languages / compiler; software engineering
843,16112,16112,From Theory to Practice of Algebraic Effects and Handlers,algebraic effects; handlers; computational effects; programming languages; implementation techniques,programming languages / compiler
844,16131,16131,Language Based Verification Tools for Functional Programs,Verification; Dependent Types; Refinement Types; SMT Solvers; Higher-Order Program Analysis,programming languages / compiler; verification / logic
845,16141,16141,"Analysis, Interpretation and Benefit of User-Generated Data: Computer Science Meets Communication Studies",Information systems; data science; communication sciences,data bases / information retrieval; society / human-computer interaction; world wide web / internet
846,16142,16142,"Multidisciplinary Approaches to Multivalued Data: Modeling, Visualization, Analysis",visualization; image processing; tensor fields; diffusion-weighted imaging (DWI); partial differ- ential equations (PDEs); higher-order descriptors; feature extraction; fiber tracking; structural mechanics; fluid dynamics,computer graphics / computer vision
847,16151,16151,Foundations of Data Management,Data Management; Database Theory; Big Data; Machine Learning; Data Mining; Information Extraction; Graph Algorithms; Knowledge Representation; Semantic Web; Scientific Workflow; Data-centric Workflow; Probabalistic Data,data bases / information retrieval; world wide web / internet
848,16152,16152,Tensor Computing for Internet of Things,Tensor Methods; Multi-way Data Analysis; Multi-linear Algebra; Tensor Software; Distributed & Parallel Computing; Big Data Computing & Analytics; Cyber-physical Systems; Intelligent Autonomous Systems; Applications in Smart Grid; Mobility; Smart City,data bases / information retrieval; data structures / algorithms / complexity; networks
849,16161,16161,"Natural Language Argumentation: Mining, Processing, and Reasoning over Textual Arguments",Argumentation theory; natural language processing; text mining; formal reasoning; legal reasoning; persuasion,artificial intelligence / robotics; computer graphics / computer vision; data bases / information retrieval
850,16162,16162,Managing Technical Debt in Software Engineering,Technical debt; Software quality; Software evolution; Software decay; Software economics; Software project management,software engineering
851,16171,16171,Algorithmic Methods for Optimization in Public Transport,Public transportation; Timetabling; Resource scheduling; Delay and disruption management; Dynamic passenger information,modelling / simulation; networks; optimization / scheduling
852,16172,16172,Machine Learning for Dynamic Software Analysis: Potentials and Limits,software analysis; machine learning; dynamic analysis; testing; automata learning,artificial intelligence / robotics; semantics / formal methods; software engineering
853,16191,16191,Fresh Approaches to Business Process Modeling,Business Process Management; Data Analytics; Visualization,modelling / simulation; society / human-computer interaction
854,16192,16192,"Supporting Organizational Efficiency and Agility: Models, Languages and Software Systems",Conceptual Modeling; Information Systems; IT-Business Alignment; Language Engineering; Management Theory; Organizational Theory; Software Engineering,data bases / information retrieval; modelling / simulation; society / human-computer interaction
855,16201,16201,"Synergies among Testing, Verification, and Repair for Concurrent Programs",Concurrency; testing; program analysis; program verification; model checking; program repair; fault localization,programming languages / compiler; semantics / formal methods; verification / logic
856,16202,16202,Hardware Security,Hardware Security; Cryptographic Primitives; Side-channel Cryptanalysis; Hardware Trojans; Physically Unclonable Functions,hardware; security / cryptology
857,16221,16221,Algorithms for Optimization Problems in Planar Graphs,planar graphs; algorithms; combinatorial optimization; approximation; shortest paths; Steiner tree; multiway cut; flows,data structures / algorithms / complexity; optimization / scheduling
858,16222,16222,Engineering Moral Agents – from Human Morality to Artificial Morality,Artificial Morality; Machine Ethics; Computational Morality; Autonomous Systems; Intelligent Systems; Formal Ethics; Mathematical Philosophy; Robot Ethics.,artificial intelligence / robotics; semantics / formal methods; verification / logic
859,16231,16231,Immersive Analytics,Natural User Interfaces; Visual analytics; Augmented Reality,computer graphics / computer vision; multimedia; society / human-computer interaction
860,16232,16232,Fair Division,Fair division; Cake cutting; Envy-freeness; Computational social choice,artificial intelligence / robotics; data structures / algorithms / complexity
861,16241,16241,Graph Polynomials: Towards a Comparative Theory,Graph Polynomials; Second Order Logic; Graph Colourings; Graph Homomorphisms; Graph Invariants; Matroid Invariants; Counting Functions; Complexity; Topological Graph Theory,bioinformatics; data structures / algorithms / complexity; verification / logic
862,16251,16251,Information-centric Networking and Security,Information-centric Networking; network architecture; network security; Internet legal and ethical issues,networks; security / cryptology; world wide web / internet
863,16252,16252,Engineering Academic Software,Software; Software Eng; Research Methods; Sustainable Software,bioinformatics; data bases / information retrieval; software engineering
864,16261,16261,Integration of Expert Knowledge for Interpretable Models in Biomedical Data Analysis,biomedical data analysis; knowledge integration; expert interactions; feature selection and dimensionality reduction; modeling; data visualization,bioinformatics; data structures / algorithms / complexity; soft computing / evolutionary algorithms
865,16262,16262,Automotive User Interfaces in the Age of Automation,Novel automotive UIs; Driver-vehicle interaction services; Social-inspired traffic mechanisms; Customization of vehicles for the individual driver; User experience in future driving,mobile computing; society / human-computer interaction
866,16271,16271,Algorithmic Foundations of Programmable Matter,distributed algorithms; distributed systems; robotics; self-organization; programmable matter,artificial intelligence / robotics; data structures / algorithms / complexity; networks
867,16281,16281,Network Latency Control in Data Centres,Network architecture; data centres; latency; resource control; scheduling; end-to-end transport protocols.,networks; operating systems; optimization / scheduling
868,16282,16282,Topological Methods in Distributed Computing,distributed protocols; solvability; shared-memory communication; concurrency; combinatorial topology,data structures / algorithms / complexity; networks; semantics / formal methods
869,16291,16291,"Data, Responsibly",data management; data mining; machine learning; data analysis; big data; data fairness; data transparency; data provenance,data bases / information retrieval; world wide web / internet
870,16321,16321,Coding Theory in the Time of Big Data,error-correction; coding theory; algebraic coding theory; distributed storage; index coding; caching problems; streaming algorithms; cryptography; information theory; randomized algorithms; complexity theory.,data structures / algorithms / complexity; networks; security / cryptology
871,16341,16341,Integrating Process-Oriented and Event-Based Systems,Process-aware Information Systems; Event-based Systems; Distributed Systems,data bases / information retrieval; semantics / formal methods; software engineering
872,16342,16342,Foundations of Secure Scaling,Cryptographic Engineering; Very Large Scale Integration; Secure Hardware Design; Technology Scaling; Complexity Scaling; Secure Evaluation.,hardware; security / cryptology; verification / logic
873,16351,16351,"Next Generation Sequencing – Algorithms, and Software For Biomedical Applications",Sequence analysis; DNA Sequence Assembly; Expression Profiles; Cancer; Human Disease; Software Engineering (Tools & Libraries); Next Generation Sequencing,bioinformatics; data structures / algorithms / complexity; software engineering
874,16361,16361,Network Attack Detection and Defense – Security Challenges and Opportunities of Software-Defined Networking,Security; software defined networking; OpenFlow protocol; programmable networks; attack detection; targeted attacks; network monitoring; intrusion detection; vulnerability analysis; malware assessment; denial-of-service attack detection and response,networks; security / cryptology
875,16362,16362,Robustness in Cyber-Physical Systems,Robustness; Cyber-Physical Systems; Formal Verification; Real-time and Embedded Systems; Fault tolerance; Automotive; Aerospace,modelling / simulation; semantics / formal methods; verification / logic
876,16371,16371,Public-Key Cryptography,Encryption; Signatures; Cryptanalysis; Obfuscation; Homomorphic Encryption; Key Exchange,security / cryptology
877,16372,16372,Uncertainty Quantification and High Performance Computing,Uncertainty Quantification; High Performance Computing; Stochastic Modeling; Parallelization,data structures / algorithms / complexity; modelling / simulation; software engineering
878,16381,16381,SAT and Interactions,satisfiability problems; computational complexity; proof complexity; combinatorics; solvers for satisfiability problems; reductions to satisfiability problems,data structures / algorithms / complexity
879,16382,16382,Foundations of Unsupervised Learning,Machine learning; theory of computing; unsupervised learning; representation learning; clustering,artificial intelligence / robotics; data structures / algorithms / complexity
880,16402,16402,Programming Language Techniques for Incremental and Reactive Computing,Caching; memoization; dynamic dependency graphs; dataflow graphs; in- cremental algorithms; change propagation; static program transformation; reactive languages and systems,data structures / algorithms / complexity; programming languages / compiler; semantics / formal methods
881,16411,16411,Algebraic Methods in Computational Complexity,computational complexity; algebra; (de-) randomization; circuits; coding,data structures / algorithms / complexity; security / cryptology
882,16412,16412,Automated Algorithm Selection and Configuration,algorithm selection; algorithm configuration; performance prediction; optimization; machine learning; features,artificial intelligence / robotics; data structures / algorithms / complexity; optimization / scheduling
883,16421,16421,Universality of Proofs,logics; formal proofs; provers; reusability; interoperability; logical frameworks; proof formats; translation,semantics / formal methods; verification / logic
884,16431,16431,Computation over Compressed Structured Data,Data Compression; Indexing; Algorithms on Compressed Structures; Straight- Line Programs,data bases / information retrieval; data structures / algorithms / complexity
885,16441,16441,Adaptive Isolation for Predictability and Security,Parallel Computing; Programming Tools; Timing Analysis; Embedded Security; Embedded Systems; MPSoC; Virtualization,hardware; optimization / scheduling; security / cryptology
886,16442,16442,"Vocal Interactivity in-and-between Humans, Animals and Robots (VIHAR)",vocal interaction; speech technology; spoken language; human-robot interaction; animal calls; vocal learning; language universals; language evolution; vocal expression,artificial intelligence / robotics; society / human-computer interaction
887,16451,16451,Structure and Hardness in P,classifying P; lower bounds; hardness assumptions; algorithmic equivalences,data structures / algorithms / complexity
888,16452,16452,Beyond-Planar Graphs: Algorithmics and Combinatorics,Graph Drawing; Graph Theory; Combinatorial Geometry,computer graphics / computer vision; data structures / algorithms / complexity
889,16462,16462,Inpainting-Based Image Compression,inpainting; lossy data compression; image processing; interpolation; approximation; partial differential equations (PDEs); optimisation; sparsity; radial basis functions,computer graphics / computer vision; multimedia; optimization / scheduling
890,16471,16471,"Concurrency with Weak Memory Models: Semantics, Languages, Compilation, Verification, Static Analysis, and Synthesis",compilation; computer memory; concurrency; memory barrier; memory ordering; micro-architecture; multiprocessor; out-of-order execution; parallelism; program synthesis; programming language; semantics; static analysis; verification; weak memory model,programming languages / compiler; semantics / formal methods; verification / logic
891,16472,16472,QoE Vadis?,Quality of Experience; user experience; multimedia; network quality monitoring and measurement; network and application management; socio-economic and business aspects,networks; society / human-computer interaction; world wide web / internet
892,16481,16481,New Directions for Learning with Kernels and Gaussian Processes,Machine Learning; Kernel Methods; Gaussian Processes; Probabilistic Programming; Probabilistic Numerics,artificial intelligence / robotics; data structures / algorithms / complexity; modelling / simulation
893,16482,16482,Algorithms and Effectivity in Tropical Mathematics and Beyond,algorithms in tropical mathematics; complexity; effective bounds; optimization; zero-sum games,data structures / algorithms / complexity; optimization / scheduling
894,16491,16491,Symbolic-Numeric Methods for Reliable and Trustworthy Problem Solving in Cyber-Physical Domains,Cyber-physical systems; hybrid systems; verification; constraint solving; verified numerical methods; planning; optimization methods,artificial intelligence / robotics; semantics / formal methods; verification / logic
895,17021,17021,Functoriality in Geometric Data,Computational Geometry; Geometry Processing; Data Analysis,computer graphics / computer vision; multimedia; optimization / scheduling
896,17022,17022,Automated Program Repair,Patching; Bug Repair; Debugging; Genetic Programming; Search Based Software Engineering; Program Synthesis; Symbolic Execution,soft computing / evolutionary algorithms; software engineering; verification / logic
897,17031,17031,Planning and Robotics,Automated Planning and Scheduling; Robotics; Artificial Intelligence; Plan Execution; Robust Autonomy; Goal Reasoning; Adjustable Autonomy; Human-Robot Interaction,artificial intelligence / robotics
898,17032,17032,Network Function Virtualization in Software Defined Infrastructures,Network function virtualization; Software-defined networking; Flexible network management,networks
899,17041,17041,Randomization in Parameterized Complexity,Parameterized complexity; fixed-parameter tractability; randomness; intractability,data structures / algorithms / complexity; networks
900,17042,17042,From Characters to Understanding Natural Language (C2NLU): Robust End-to-End Deep Learning for NLP,Natural language processing; computational linguistics; deep learning; robustness in learning; end-to-end learning; machine learning,artificial intelligence / robotics
901,17051,17051,Theory and Applications of Behavioural Types,behavioural types; session types; typestate; programming languages; type systems; semantics; concurrency; distributed systems; static analysis; runtime monitoring,programming languages / compiler; semantics / formal methods; verification / logic
902,17061,17061,Wildly Heterogeneous Post-CMOS Technologies Meet Software,Hardware/Software Co-Design; Nanoelectronics; Emerging Post-CMOS Circuit Materials and Technologies; Heterogeneous Hardware; System Architecture; Operating Systems; Runtime Support; Compilers; Programming Languages; Formal Methods,hardware; operating systems; programming languages / compiler
903,17062,17062,Beyond VR and AR: Reimagining Experience Sharing and Skill Transfer Towards an Internet of Abilities,Augmented Human; HCI; Virtual Reality; Augmented Reality; Educational Psychology,mobile computing; society / human-computer interaction
904,17071,17071,Computer-Assisted Engineering for Robotics and Autonomous Systems,Autonomous Systems; Artificial Intelligence; Robotics; Computer-aided Software Development; Domain-specific Languages; Model-driven Software Engineering; Safety; Testing; Analysis; Verification; Synthesis; Formal Methods,artificial intelligence / robotics; software engineering; verification / logic
905,17072,17072,Applications of Topology to the Analysis of 1-Dimensional Objects,Curves; homotopy; knot theory; graph drawing,data structures / algorithms / complexity
906,17081,17081,Computability Theory,computability theory; generic case complexity; computable analysis; computable algebra; proof mining; algorithmic randomness,data structures / algorithms / complexity
907,17082,17082,Shape-Changing Interfaces,Shape-changing interfaces; user interfaces; materials; robotics; smart materials,society / human-computer interaction
908,17091,17091,Computer Science Meets Ecology,Biodiversity; Earth System; Earch Observation; Remote Sensing; Ecology; Big Data; Modeling; Data Integration; Semantics; Society; Citizen Science; Mobile Computing,computer graphics / computer vision; data bases / information retrieval; modelling / simulation
909,17092,17092,Search as Learning,explorative search; human factors; search system design; learning,data bases / information retrieval; society / human-computer interaction
910,17101,17101,Databases on Future Hardware,Computer Architecture; Hardware Support for Databases; Non-Volatile,data bases / information retrieval; hardware; networks
911,17102,17102,Rethinking Productivity in Software Engineering,,society / human-computer interaction; software engineering
912,17111,17111,"Game Theory in AI, Logic, and Algorithms",game theory; verification; algorithms; logic,artificial intelligence / robotics; data structures / algorithms / complexity; verification / logic
913,17112,17112,Using Networks to Teach About Networks,computer networks; education; learning; internet online education,networks
914,17121,17121,Computational Complexity of Discrete Problems,computational complexity; discrete problems; Turing machines; circuits; communication complexity; lower bounds; upper bounds; coding theory; pseudorandomness; derandomization; hardness of approximation,data structures / algorithms / complexity
915,17131,17131,Mixed Criticality on Multicore / Manycore Platforms,real-time systems; mixed-criticality; multi- and many-cores,optimization / scheduling; semantics / formal methods; verification / logic
916,17132,17132,Opportunities and Risks of Blockchain Technologies,Blockchain; Trust Networks; Trust Platforms; Cryptocurrencies; Bitcoin,security / cryptology; society / human-computer interaction; software engineering
917,17141,17141,Probabilistic Methods in the Design and Analysis of Algorithms,analysis of algorithms; randomized algorithms; sub-linear algorithms; average-case analysis; smoothed analysis; random graphs,data structures / algorithms / complexity
918,17142,17142,Formal Methods of Transformations,automata; transducers; formal methods; trees,data structures / algorithms / complexity; semantics / formal methods; verification / logic
919,17161,17161,Ambient Notification Environments,Ambient Notification; Notification Management; Context Recognition; Activity Recognition; Ubiquitous Computing,mobile computing; society / human-computer interaction
920,17162,17162,Online Privacy and Web Transparency,Online Privacy; Transparency; Web Tracking; Discrimination; Big data; Privacy Enhancing Technologies,security / cryptology; society / human-computer interaction; world wide web / internet
921,17171,17171,Computational Geometry,Combinatorics; complexity; algorithms; geometric computing; implementation; applications; monitoring and shape data; high-dimensional computational geometry,data structures / algorithms / complexity
922,17181,17181,Theory and Applications of Hashing,hash function construction and analysis; hashing primitives; information retrieval applications; locality-sensitive hashing; data streaming applications; machine learning applications; connections to complexity theory,data bases / information retrieval; data structures / algorithms / complexity
923,17191,17191,Theory of Randomized Optimization Heuristics,soft computing; evolutionary algorithms; machine learning; algorithms and complexity; optimization,soft computing / evolutionary algorithms
924,17192,17192,Human-Like Neural-Symbolic Computing,human-like computing; neural-symbolic integration; natural language processing; cognitive agents; multimodal learning,artificial intelligence / robotics; society / human-computer interaction; world wide web / internet
925,17201,17201,Formal Synthesis of Cyber-Physical Systems,Formal Synthesis; Reactive Synthesis; Correct-By-Construction Synthesis; Cyber-Physical Systems; Hybrid Systems; Control Systems,artificial intelligence / robotics; modelling / simulation; semantics / formal methods
926,17202,17202,Challenges and Opportunities of User-Level File Systems for HPC,I/O performance; file systems; high performance computing workflows,operating systems
927,17221,17221,"Geometric Modelling, Interoperability and New Challenges",geometric modeling; shape design; geometry; computer graphics; geometry processing; isogeometric analysis; additive manufacturing; design optimization,data structures / algorithms / complexity; modelling / simulation; optimization / scheduling
928,17222,17222,Robust Performance in Database Query Processing,Database; query processing; query optimization; query execution; map-reduce; systems; cloud computing; performance; scalability; robustness; reliability; predictability; planning; uncertainty,data bases / information retrieval
929,17231,17231,Epistemic Planning,Automated planning; multi-agent systems; epistemic logic; dynamic epistemic logic; temporal epistemic logic; knowledge representation,artificial intelligence / robotics; data structures / algorithms / complexity; verification / logic
930,17232,17232,Computational Interactivity,HCI; graphics; machine learning; optimization; simulation; crowd-computing,computer graphics / computer vision; modelling / simulation; society / human-computer interaction
931,17251,17251,Game Theory Meets Computational Learning Theory,Theory; Algorithms and complexity; Computational learning; Game theory,data structures / algorithms / complexity
932,17252,17252,"Computational Challenges in RNA-Based Gene Regulation: Protein-RNA Recognition, Regulation and Prediction",RNA-protein interaction; machine learning; genomic and transcriptomic data mining; gene expression networks; RNA structure prediction; quantitative biology,bioinformatics; data bases / information retrieval; data structures / algorithms / complexity
933,17261,17261,Voting: Beyond Simple Majorities and Single-Winner Elections,Social Choice; Artificial Intelligence; Multi Agent Systems; Collective Decision Making; Voting; Preference Aggregation; Preference Elicitation and Preference Learning,artificial intelligence / robotics; data structures / algorithms / complexity; modelling / simulation
934,17262,17262,Federated Semantic Data Management,Semantic Web; Linked Data; Query Processing; RDF; SPARQL,data bases / information retrieval; semantics / formal methods; world wide web / internet
935,17271,17271,Foundations of Wireless Networking,wireless networks,hardware; mobile computing; networks
936,17272,17272,Citizen Science: Design and Engagement,Citizen science; online community; crowdsourcing; open sciencee; human computation; incentives engineering; data analytics; gamification,artificial intelligence / robotics; society / human-computer interaction
937,17281,17281,Malware Analysis: From Large-Scale Data Triage to Targeted Attack Recognition,malware; reverse engineering; executable analysis; obfuscation; machine learning; big data,security / cryptology; semantics / formal methods; verification / logic
938,17282,17282,From Observations to Prediction of Movement,Trajectories; movement; geometric algorithms; graph algorithms; geographic information system; agent-based simulation; statistical models; collective motion; interaction; smart cities; mobility; human health,data structures / algorithms / complexity; modelling / simulation; networks
939,17291,17291,Resource Bound Analysis,Resource-Bound Analysis; WCET Analysis; Verification; Compilation; Quantitative Analysis; Static Analysis; Type Systems; Abstract Interpretation; Automata Theory; Control-Flow Analysis,programming languages / compiler; semantics / formal methods; verification / logic
940,17292,17292,"Topology, Computation and Data Analysis",computational topology; topological data analysis,data structures / algorithms / complexity
941,17301,17301,User-Generated Content in Social Media,Social media; information extraction; multimedia retrieval and annotation; trend detection; e-reputation,data bases / information retrieval; multimedia; world wide web / internet
942,17332,17332,Scalable Set Visualizations,information visualization; set visualization; visual analytics; cognition and graphical perception; geometric algorithms,computer graphics / computer vision; data structures / algorithms / complexity; society / human-computer interaction
943,17341,17341,Computational Counting,Approximation algorithms; Computational complexity; Counting problems; Partition functions; Phase transitions,data structures / algorithms / complexity
944,17351,17351,Machine Learning and Formal Methods,Machine Learning; Formal Methods; Program Synthesis; Robotics; Cyber-Physical Systems,artificial intelligence / robotics; semantics / formal methods; verification / logic
945,17352,17352,Analysis and Synthesis of Floating-point Programs,Floating-point arithmetic; Program optimization; Rigorous compilation; Precision allocation; Energy-efficient Computing,programming languages / compiler; semantics / formal methods; verification / logic
946,17361,17361,Finite and Algorithmic Model Theory,Finite model theory; Descriptive Complexity; Database Theory; Model Checking; Algorithms; Knowledge Representation; Independence Logic,data bases / information retrieval; data structures / algorithms / complexity; verification / logic
947,17371,17371,Deduction Beyond First-Order Logic,automated reasoning; automated deduction; decision procedures; higher-order logic; formal proof; program verification,artificial intelligence / robotics; semantics / formal methods; verification / logic
948,17372,17372,Cybersafety in Modern Online Social Networks,cybersafety; online social networks; security and privacy; legal and ethical issues on the web,security / cryptology; society / human-computer interaction; world wide web / internet
949,17381,17381,Recent Trends in Knowledge Compilation,knowledge compilation; constraints; preprocessing; probabilistic databases; model counting,artificial intelligence / robotics; data bases / information retrieval; data structures / algorithms / complexity
950,17382,17382,Approaches and Applications of Inductive Programming,inductive program synthesis; inductive logic programming; enduser programming; probabilistic programming; human-like computing,artificial intelligence / robotics
951,17391,17391,Deep Learning for Computer Vision,deep learning; convolutional networks; computer vision; machine learning,artificial intelligence / robotics; computer graphics / computer vision
952,17392,17392,Body-Centric Computing,Embodiment; mobile computing; quantified self,mobile computing; society / human-computer interaction
953,17401,17401,Quantum Cryptanalysis,Quantum computing; post-quantum cryptography; computational algebra; quantum circuit complexity; quantum hardware and resource estimation,data structures / algorithms / complexity; security / cryptology
954,17411,17411,"Hyperspectral, Multispectral, and Multimodal (HMM) Imaging: Acquisition, Algorithms, and Applications",Hyperspectral and Multispectral imaging and analysis; Multi-modal sensor Fusion; Computer Vision; Remote sensing and Geoscience; Compressive Sensing,computer graphics / computer vision
955,17412,17412,Internet of People,Internet design; Next Generation Internet; human-centric Internet; social-aware Internet; ,mobile computing; society / human-computer interaction; world wide web / internet
956,17421,17421,Computational Proteomics,Computational Mass Spectrometry; Proteomics; Computational Biology; Integrative Bioinformatics; Large Scale Public Data,bioinformatics
957,17431,17431,"Performance Portability in Extreme Scale Computing: Metrics, Challenges, Solutions",performance portability; productivity; parallel programming; scientific computing,modelling / simulation; optimization / scheduling; software engineering
958,17441,17441,Big Stream Processing Systems,Big Data; Big Streams; Stream Processing Systems; Benchmarking; Declarative Programming,data bases / information retrieval; optimization / scheduling; programming languages / compiler
959,17442,17442,Towards Cross-Domain Performance Modeling and Prediction: IR/RecSys/NLP,performance modelling; performance prediction; information retrieval; natural language processing; recommender systems,data bases / information retrieval; modelling / simulation; society / human-computer interaction
960,17451,17451,New Challenges in Parallelism,Concurrent programming; parallel programming,data structures / algorithms / complexity; hardware; programming languages / compiler
961,17452,17452,Algorithmic Cheminformatics,process algebras; petri nets; concurrency theory; graph transformation; reaction networks,networks; semantics / formal methods
962,17461,17461,Connecting Visualization and Data Management Research,Information Visualization; Database Management Systems; Interactive Data Analysis; Human-Centric Computing; Big Data,computer graphics / computer vision; data bases / information retrieval; society / human-computer interaction
963,17462,17462,A Shared Challenge in Behavioural Specification,behavioural specification; runtime verification; temporal logic; dynamic properties,semantics / formal methods; verification / logic
964,17471,17471,Artificial and Computational Intelligence in Games: AI-Driven Game Design,multi-agent systems; game design; serious games; entertainment modeling; dynamical systems,artificial intelligence / robotics; modelling / simulation; multimedia
965,17472,17472,Addressing the Computational Challenges of Personalized Medicine,data science; computational modelling; bioinformatics; systems biology; personalized medicine,artificial intelligence / robotics; bioinformatics; modelling / simulation
966,17481,17481,Reliable Computation and Complexity on the Reals,computable analysis; reliable numerical computation; complexity of real computation; floating-point arithmetic; exact real arithmetic,data structures / algorithms / complexity; semantics / formal methods; verification / logic
967,17491,17491,"Computational Metabolomics: Identification, Interpretation, Imaging",computational metabolomics; computational mass spectrometry; imaging mass spectrometry; bioinformatics; chemoinformatics,bioinformatics
968,17492,17492,Multi-Level Modelling,multi-level modeling; metamodeling,modelling / simulation; software engineering
969,17502,17502,Testing and Verification of Compilers,Compiler Testing; Compiler Verification; Program Analysis; Program Optimization; Code Generation,programming languages / compiler; software engineering; verification / logic
970,18021,18021,Symmetric Cryptography,Symmetric cryptography; cryptanalysis; cryptography for IoT; mass surveillance; AE,security / cryptology
971,18031,18031,Personalized Multiobjective Optimization: An Analytics Perspective,multiobjective optimization; MCDM; EMO; distributed decision making; large data,modelling / simulation; optimization / scheduling; soft computing / evolutionary algorithms
